,r_id,veg_class
23001,299635,0
23002,33619,0
23003,227533,0
23004,163204,2
23005,117348,2
23006,115683,0
23007,19071,2
23008,262797,0
23009,288599,0
23010,534306,1
23011,25389,0
23012,27252,0
23013,88642,0
23014,373437,0
23015,301543,1
23016,378680,0
23017,45682,0
23018,193886,0
23019,16349,1
23020,83551,0
23021,323937,2
23022,134765,2
23023,79787,0
23024,333466,2
23025,222767,2
23026,111859,1
23027,48547,0
23028,155531,0
23029,73460,0
23030,377433,0
23031,386862,0
23032,249899,0
23033,119158,2
23034,51795,0
23035,95987,0
23036,90738,2
23037,11040,0
23038,256832,0
23039,294705,1
23040,30859,0
23041,63375,2
23042,300807,0
23043,26072,1
23044,22358,2
23045,121588,1
23046,71127,1
23047,351878,1
23048,132849,0
23049,370957,2
23050,174871,1
23051,25152,2
23052,115296,0
23053,18990,2
23054,219157,0
23055,219284,0
23056,395542,2
23057,49047,0
23058,442593,2
23059,301097,1
23060,321436,2
23061,20470,1
23062,394510,0
23063,46016,0
23064,413668,0
23065,403349,1
23066,129457,0
23067,22528,2
23068,227,0
23069,442741,0
23070,305149,0
23071,115443,1
23072,75301,0
23073,85857,0
23074,495017,2
23075,299259,0
23076,21635,0
23077,158810,0
23078,273012,0
23079,71235,0
23080,239829,2
23081,48210,0
23082,219773,0
23083,143463,0
23084,216044,0
23085,86873,0
23086,71453,0
23087,61413,1
23088,74761,0
23089,142376,1
23090,225139,2
23091,503810,2
23092,222872,0
23093,38965,0
23094,315100,1
23095,201988,1
23096,41743,0
23097,337469,2
23098,341002,0
23099,8674,0
23100,108106,0
23101,14026,0
23102,65789,0
23103,318938,0
23104,298815,0
23105,410985,0
23106,37733,2
23107,235347,0
23108,365496,2
23109,55878,2
23110,318468,0
23111,447121,0
23112,16990,0
23113,85769,0
23114,86117,0
23115,57605,1
23116,29084,1
23117,460660,0
23118,159048,0
23119,32865,0
23120,211379,2
23121,300257,1
23122,409885,2
23123,81116,1
23124,392394,2
23125,345614,0
23126,161503,1
23127,38637,1
23128,23834,2
23129,201950,0
23130,292317,2
23131,128705,1
23132,338572,2
23133,108210,2
23134,332621,2
23135,450129,2
23136,50459,0
23137,225073,0
23138,57180,2
23139,125733,2
23140,402305,0
23141,8283,1
23142,30606,2
23143,209587,0
23144,53051,0
23145,503187,2
23146,127080,2
23147,291397,0
23148,30292,1
23149,79361,2
23150,313643,1
23151,443954,0
23152,82105,0
23153,487003,0
23154,93543,0
23155,10039,0
23156,79104,0
23157,306867,0
23158,180804,2
23159,35849,0
23160,28178,2
23161,294289,0
23162,53069,1
23163,27649,0
23164,132397,0
23165,168793,0
23166,105356,2
23167,344863,0
23168,202281,0
23169,424005,0
23170,175264,2
23171,139612,0
23172,73718,1
23173,43941,0
23174,200848,0
23175,22873,0
23176,271574,0
23177,4114,0
23178,203121,0
23179,74503,0
23180,285380,2
23181,30508,0
23182,335929,0
23183,84865,1
23184,512584,0
23185,25961,0
23186,31553,2
23187,208095,0
23188,320583,0
23189,417600,0
23190,201620,0
23191,427846,2
23192,257080,0
23193,151105,2
23194,136711,0
23195,170284,1
23196,217613,0
23197,15940,0
23198,91401,2
23199,141903,0
23200,48529,0
23201,285869,2
23202,129168,0
23203,22626,0
23204,100137,0
23205,151186,0
23206,6919,0
23207,164011,0
23208,50409,1
23209,7913,1
23210,14043,2
23211,423960,0
23212,237163,0
23213,258240,2
23214,257457,0
23215,337619,1
23216,119219,0
23217,320802,1
23218,447748,2
23219,192227,0
23220,54357,0
23221,326761,0
23222,242852,0
23223,136248,0
23224,24291,0
23225,232273,0
23226,106694,2
23227,18547,0
23228,18996,0
23229,262830,2
23230,147925,2
23231,458796,2
23232,321637,0
23233,258337,2
23234,40098,2
23235,376948,1
23236,376689,2
23237,56901,0
23238,59470,0
23239,298917,2
23240,305817,1
23241,71823,0
23242,180324,0
23243,374021,2
23244,114487,1
23245,120208,2
23246,164463,0
23247,431714,0
23248,235740,0
23249,267595,1
23250,105985,0
23251,158279,2
23252,65344,0
23253,310331,0
23254,277016,2
23255,416181,0
23256,151758,0
23257,481110,1
23258,49431,0
23259,286536,1
23260,362439,1
23261,350474,2
23262,132160,0
23263,280291,0
23264,255675,2
23265,137204,0
23266,141493,0
23267,304828,0
23268,130046,2
23269,183114,0
23270,45329,1
23271,197195,0
23272,184655,1
23273,191098,0
23274,207539,1
23275,47574,0
23276,89367,2
23277,451160,1
23278,532977,0
23279,111105,1
23280,37393,0
23281,10205,1
23282,115781,2
23283,9280,2
23284,97367,0
23285,71931,0
23286,31424,0
23287,185835,1
23288,498820,0
23289,188344,1
23290,431450,0
23291,145377,2
23292,70860,0
23293,447709,2
23294,146791,2
23295,169082,0
23296,98185,0
23297,23803,1
23298,170737,0
23299,11516,0
23300,203877,2
23301,141386,0
23302,197454,1
23303,343901,1
23304,26266,1
23305,61891,1
23306,513085,0
23307,29704,1
23308,91266,0
23309,35681,1
23310,209351,0
23311,316643,2
23312,11980,2
23313,122259,0
23314,419721,0
23315,42689,0
23316,197801,2
23317,158832,0
23318,356895,0
23319,49261,0
23320,288885,1
23321,385345,1
23322,10966,2
23323,71192,0
23324,458405,0
23325,77086,0
23326,153418,1
23327,90686,0
23328,42453,0
23329,63232,0
23330,38706,0
23331,90256,1
23332,480221,1
23333,22093,0
23334,364987,2
23335,461575,0
23336,65525,1
23337,206124,0
23338,412062,1
23339,310259,0
23340,126854,2
23341,172046,2
23342,100227,0
23343,150928,0
23344,256960,2
23345,206414,2
23346,121935,2
23347,105503,0
23348,270845,1
23349,89828,0
23350,186566,0
23351,36374,0
23352,82303,0
23353,311078,0
23354,300509,0
23355,239052,2
23356,46447,1
23357,10705,0
23358,109514,0
23359,250276,1
23360,143990,0
23361,371070,0
23362,138185,2
23363,407162,0
23364,159179,0
23365,9028,0
23366,140666,0
23367,67171,0
23368,25601,2
23369,170294,0
23370,127928,2
23371,213114,0
23372,41763,0
23373,447855,0
23374,379637,0
23375,4873,1
23376,94089,2
23377,291819,0
23378,496026,0
23379,37911,0
23380,432196,0
23381,359669,0
23382,65582,1
23383,58300,0
23384,45451,0
23385,146319,2
23386,39658,1
23387,300298,0
23388,97340,2
23389,369343,0
23390,179734,0
23391,66857,2
23392,144348,0
23393,275873,2
23394,72184,0
23395,57423,2
23396,87689,0
23397,215703,0
23398,52190,2
23399,26470,0
23400,48462,0
23401,242180,0
23402,365437,0
23403,362841,0
23404,2885,0
23405,15640,0
23406,400675,0
23407,256143,2
23408,70832,0
23409,133951,0
23410,332174,0
23411,229992,0
23412,65387,0
23413,447233,0
23414,278501,0
23415,100872,2
23416,179959,1
23417,55836,0
23418,50696,1
23419,373238,0
23420,69855,0
23421,114993,0
23422,100218,0
23423,110509,0
23424,193193,0
23425,59023,2
23426,109851,0
23427,363912,0
23428,348341,1
23429,393586,0
23430,160807,2
23431,358438,0
23432,49721,0
23433,456718,0
23434,128898,0
23435,38461,2
23436,3610,0
23437,57285,1
23438,29295,0
23439,75924,2
23440,271940,0
23441,384873,2
23442,284593,1
23443,435962,2
23444,163322,2
23445,243127,1
23446,21071,2
23447,41969,0
23448,364254,1
23449,100305,1
23450,190713,2
23451,214717,0
23452,216416,0
23453,321546,1
23454,209226,0
23455,275591,0
23456,53841,1
23457,40517,0
23458,94975,1
23459,179661,0
23460,103607,2
23461,335510,1
23462,137873,0
23463,51401,0
23464,114477,0
23465,264713,0
23466,70664,2
23467,76926,0
23468,62345,0
23469,114354,0
23470,392866,0
23471,223660,2
23472,106364,0
23473,62161,0
23474,3254,0
23475,51388,1
23476,134806,2
23477,429952,0
23478,205601,0
23479,342329,0
23480,156418,2
23481,106370,2
23482,112446,0
23483,17660,0
23484,110251,0
23485,94944,0
23486,31041,0
23487,165433,1
23488,36860,0
23489,296315,2
23490,55374,1
23491,107754,0
23492,373001,0
23493,315700,0
23494,83247,0
23495,67482,1
23496,192325,0
23497,142749,0
23498,352308,0
23499,388923,0
23500,156521,2
23501,155633,0
23502,39222,0
23503,69201,0
23504,16482,0
23505,314114,0
23506,168743,0
23507,80527,0
23508,27000,0
23509,49770,0
23510,105432,0
23511,91807,1
23512,96534,1
23513,290721,0
23514,119202,1
23515,398116,1
23516,111686,0
23517,123029,2
23518,48395,0
23519,14315,2
23520,373050,0
23521,38436,2
23522,66258,2
23523,127009,2
23524,86835,2
23525,124075,1
23526,377102,0
23527,103606,0
23528,131020,0
23529,54119,2
23530,150931,0
23531,259091,0
23532,120806,1
23533,118455,0
23534,186860,1
23535,337499,0
23536,83594,1
23537,26446,0
23538,68034,2
23539,92964,0
23540,331544,1
23541,162684,1
23542,150777,1
23543,126669,0
23544,77814,1
23545,351097,1
23546,346151,1
23547,473741,0
23548,358609,0
23549,71286,0
23550,130515,0
23551,220873,0
23552,402566,1
23553,149233,0
23554,254300,0
23555,141385,0
23556,172377,0
23557,299418,0
23558,253438,0
23559,184117,0
23560,355637,2
23561,158292,0
23562,19754,0
23563,460606,0
23564,241525,0
23565,53471,0
23566,38833,0
23567,151781,0
23568,43998,0
23569,53726,0
23570,32979,1
23571,222310,0
23572,205075,0
23573,333099,2
23574,150115,0
23575,37881,0
23576,115992,0
23577,145347,0
23578,132311,2
23579,166863,0
23580,121170,0
23581,146703,0
23582,97969,2
23583,362140,0
23584,47038,2
23585,24562,0
23586,160909,0
23587,336007,1
23588,323514,1
23589,24108,2
23590,36271,2
23591,414452,0
23592,338257,2
23593,73872,2
23594,3166,1
23595,323358,0
23596,469596,0
23597,171945,2
23598,101003,2
23599,192163,0
23600,26824,0
23601,250015,0
23602,97939,0
23603,134457,2
23604,427635,0
23605,228941,1
23606,46499,0
23607,238433,2
23608,49445,0
23609,150990,2
23610,134498,0
23611,184777,2
23612,26264,0
23613,294822,1
23614,316545,0
23615,30853,0
23616,90898,0
23617,110874,2
23618,12531,2
23619,520430,1
23620,357040,0
23621,190863,0
23622,37984,0
23623,52699,2
23624,387324,0
23625,84273,0
23626,20583,0
23627,371325,0
23628,409588,0
23629,75845,0
23630,38558,2
23631,109653,0
23632,116736,2
23633,42907,0
23634,85349,2
23635,316250,0
23636,449794,1
23637,75357,0
23638,107271,2
23639,106783,0
23640,137626,0
23641,353365,2
23642,404788,0
23643,303469,0
23644,108925,0
23645,297235,2
23646,459271,0
23647,122339,0
23648,333561,2
23649,107376,0
23650,11616,0
23651,22083,1
23652,211549,1
23653,226585,2
23654,281557,2
23655,12575,2
23656,146059,2
23657,111778,0
23658,215461,1
23659,246101,0
23660,512461,0
23661,513062,2
23662,115414,0
23663,327138,0
23664,231865,2
23665,69510,1
23666,79450,0
23667,4269,0
23668,31021,0
23669,22896,1
23670,4143,2
23671,218471,0
23672,60931,1
23673,150391,0
23674,186928,0
23675,234862,2
23676,19184,0
23677,179877,0
23678,306844,2
23679,75081,2
23680,31074,2
23681,317753,0
23682,124537,0
23683,73021,0
23684,126064,1
23685,40923,0
23686,418598,0
23687,309361,1
23688,186317,0
23689,24443,2
23690,58210,2
23691,120227,0
23692,69972,0
23693,54635,2
23694,248154,2
23695,225181,2
23696,101926,0
23697,24520,1
23698,135494,0
23699,467389,1
23700,68317,0
23701,358563,0
23702,342070,1
23703,195086,0
23704,2791,0
23705,501166,0
23706,68533,0
23707,368048,0
23708,133211,0
23709,423527,0
23710,446608,0
23711,10407,0
23712,79433,2
23713,89396,0
23714,304917,1
23715,173896,0
23716,173666,2
23717,446595,2
23718,23169,2
23719,253661,1
23720,428824,0
23721,150058,1
23722,68771,1
23723,203695,0
23724,83777,0
23725,274162,0
23726,33298,1
23727,354265,0
23728,34966,1
23729,211408,0
23730,269788,0
23731,211980,2
23732,97313,0
23733,341961,0
23734,161528,2
23735,75322,0
23736,17600,2
23737,370765,2
23738,27953,2
23739,449426,0
23740,95507,2
23741,96994,0
23742,52551,0
23743,468439,0
23744,172951,0
23745,157136,0
23746,119023,2
23747,110510,0
23748,3229,2
23749,157740,0
23750,487397,2
23751,256294,0
23752,434811,0
23753,146718,0
23754,244074,1
23755,132925,0
23756,58861,0
23757,457204,0
23758,141220,0
23759,252121,0
23760,58948,1
23761,301728,1
23762,168660,0
23763,265634,1
23764,112555,0
23765,251201,0
23766,265132,0
23767,416533,0
23768,196993,1
23769,254575,0
23770,83671,0
23771,209794,2
23772,216920,1
23773,446104,0
23774,369695,2
23775,63666,0
23776,21340,0
23777,231799,0
23778,46925,2
23779,323240,2
23780,435291,2
23781,48651,0
23782,25902,1
23783,461897,2
23784,46697,0
23785,16849,1
23786,356111,0
23787,332214,0
23788,91755,0
23789,116453,2
23790,47340,0
23791,13923,0
23792,98859,0
23793,83770,0
23794,453696,0
23795,283,0
23796,245369,2
23797,136776,0
23798,282490,2
23799,20967,1
23800,151785,2
23801,17954,1
23802,70538,2
23803,334911,1
23804,33512,0
23805,79337,2
23806,22018,0
23807,40814,0
23808,43230,2
23809,119679,0
23810,173870,0
23811,227403,0
23812,340366,0
23813,325141,2
23814,61799,0
23815,462538,0
23816,184677,0
23817,32899,0
23818,204842,1
23819,185486,1
23820,18729,1
23821,63068,0
23822,257139,0
23823,303706,0
23824,211571,2
23825,88626,1
23826,388413,0
23827,121944,1
23828,29668,0
23829,313044,0
23830,204230,0
23831,60781,1
23832,30117,0
23833,11809,0
23834,98680,1
23835,106996,2
23836,56625,0
23837,165288,2
23838,357027,1
23839,69940,0
23840,13669,2
23841,101631,0
23842,472021,0
23843,313157,0
23844,39315,2
23845,424725,2
23846,48169,2
23847,276573,0
23848,334415,0
23849,449626,1
23850,307637,1
23851,99724,0
23852,239838,1
23853,47828,2
23854,318378,0
23855,193511,0
23856,44811,0
23857,336238,2
23858,274368,0
23859,273141,2
23860,241150,0
23861,31047,1
23862,356694,2
23863,357929,1
23864,164123,0
23865,369969,0
23866,14767,2
23867,439102,0
23868,36855,0
23869,84297,0
23870,8266,0
23871,13515,0
23872,431890,2
23873,14170,0
23874,50901,2
23875,347982,1
23876,44429,0
23877,381874,0
23878,21118,1
23879,278071,2
23880,73911,0
23881,120418,0
23882,169916,0
23883,78312,0
23884,428576,1
23885,238385,0
23886,517485,0
23887,179739,0
23888,281936,1
23889,98918,0
23890,28851,0
23891,13785,1
23892,363013,0
23893,339204,0
23894,25814,0
23895,321715,0
23896,136332,2
23897,443364,2
23898,17905,2
23899,416056,0
23900,140051,2
23901,523151,0
23902,248170,0
23903,86866,0
23904,43124,0
23905,133625,0
23906,239412,0
23907,307682,2
23908,190797,0
23909,37663,0
23910,482198,0
23911,20727,0
23912,192257,0
23913,60160,0
23914,228720,1
23915,183262,0
23916,204356,2
23917,299799,1
23918,78029,0
23919,507451,0
23920,53842,0
23921,45384,0
23922,42143,0
23923,238378,1
23924,262753,0
23925,240762,2
23926,363096,2
23927,459492,2
23928,221305,0
23929,221640,2
23930,222554,1
23931,96268,0
23932,160522,2
23933,195664,0
23934,373771,1
23935,107165,0
23936,106345,0
23937,468301,0
23938,281120,0
23939,19006,0
23940,240524,1
23941,17353,0
23942,48718,0
23943,425699,0
23944,247887,0
23945,327161,0
23946,13054,2
23947,495893,0
23948,97886,2
23949,423293,0
23950,395586,1
23951,359592,1
23952,337799,2
23953,353453,0
23954,99821,2
23955,134775,0
23956,60795,0
23957,307877,0
23958,127217,2
23959,359637,0
23960,193356,1
23961,141665,1
23962,170832,0
23963,266417,2
23964,294536,0
23965,360549,1
23966,61571,0
23967,221448,0
23968,267975,2
23969,179846,0
23970,61621,1
23971,203177,2
23972,96491,2
23973,156187,0
23974,23574,1
23975,146970,0
23976,52650,2
23977,185430,0
23978,11644,1
23979,15577,0
23980,16596,0
23981,217338,0
23982,268588,1
23983,124938,0
23984,112757,1
23985,45268,1
23986,138998,0
23987,407648,0
23988,416402,0
23989,96566,0
23990,172648,2
23991,91231,1
23992,149589,1
23993,339049,1
23994,67222,2
23995,491596,2
23996,131586,0
23997,121231,0
23998,346167,0
23999,503433,0
24000,76384,1
24001,109118,0
24002,75379,0
24003,16143,2
24004,113135,0
24005,442302,0
24006,245872,0
24007,70207,0
24008,162348,1
24009,153701,0
24010,71663,0
24011,92334,0
24012,9277,2
24013,342926,0
24014,424471,0
24015,215662,0
24016,373516,0
24017,466285,0
24018,44819,0
24019,63632,0
24020,278250,1
24021,36923,2
24022,52286,0
24023,87794,2
24024,228256,0
24025,184228,1
24026,77747,0
24027,9271,2
24028,111976,0
24029,95234,0
24030,82778,0
24031,256115,2
24032,67811,0
24033,25985,2
24034,72202,0
24035,286485,2
24036,58160,0
24037,134875,0
24038,16432,0
24039,65265,0
24040,222469,0
24041,393918,0
24042,351625,1
24043,242089,0
24044,61962,2
24045,302395,2
24046,90739,0
24047,62751,0
24048,46560,0
24049,129975,0
24050,160489,2
24051,111939,2
24052,377636,2
24053,415308,0
24054,285428,0
24055,299073,0
24056,146531,0
24057,90599,0
24058,384195,0
24059,3250,0
24060,13608,0
24061,249718,0
24062,363724,0
24063,64354,1
24064,291418,2
24065,91163,0
24066,153350,1
24067,42178,0
24068,160788,0
24069,111000,0
24070,329944,2
24071,171310,0
24072,219778,0
24073,44058,0
24074,474712,1
24075,237751,0
24076,112681,2
24077,482761,2
24078,369735,0
24079,99554,0
24080,44719,2
24081,28689,0
24082,131203,1
24083,276750,2
24084,335766,1
24085,21030,0
24086,233248,0
24087,279132,2
24088,63028,0
24089,480137,0
24090,174175,0
24091,120460,0
24092,504502,0
24093,367647,0
24094,34474,2
24095,127346,2
24096,400075,0
24097,317855,1
24098,16742,0
24099,132483,2
24100,71405,1
24101,262728,0
24102,418837,1
24103,56835,2
24104,344694,1
24105,139499,0
24106,55194,0
24107,367570,2
24108,88538,0
24109,204850,0
24110,135773,0
24111,12316,2
24112,279955,0
24113,302750,0
24114,21023,2
24115,248776,1
24116,382297,1
24117,476314,0
24118,179640,1
24119,18391,0
24120,385351,1
24121,129937,1
24122,87080,0
24123,110242,2
24124,43242,0
24125,410522,2
24126,12105,0
24127,27995,0
24128,163619,0
24129,340733,0
24130,115172,0
24131,471735,1
24132,110868,0
24133,107144,2
24134,231020,0
24135,5368,1
24136,216897,2
24137,81131,1
24138,356363,0
24139,55351,0
24140,13544,0
24141,363892,0
24142,11420,2
24143,68608,1
24144,133688,2
24145,73082,0
24146,123111,1
24147,354901,1
24148,311361,2
24149,104266,2
24150,205949,0
24151,104572,2
24152,48877,2
24153,383046,0
24154,298896,0
24155,323277,0
24156,112427,0
24157,396799,0
24158,202452,2
24159,428533,0
24160,11578,1
24161,205052,0
24162,98438,0
24163,105381,0
24164,134061,0
24165,327944,0
24166,35876,0
24167,31326,0
24168,126441,0
24169,288797,1
24170,535673,0
24171,59186,2
24172,414291,0
24173,116703,0
24174,422221,0
24175,68473,0
24176,23049,2
24177,263379,2
24178,209731,1
24179,76478,2
24180,313564,0
24181,156270,2
24182,75091,0
24183,129145,0
24184,388713,0
24185,86644,2
24186,62927,2
24187,54172,0
24188,37690,1
24189,42244,0
24190,86286,0
24191,319522,2
24192,253370,1
24193,262960,0
24194,90748,0
24195,73445,0
24196,187552,0
24197,43285,0
24198,266021,1
24199,304086,0
24200,300760,1
24201,189505,2
24202,252497,1
24203,326866,2
24204,115825,0
24205,424845,0
24206,146320,2
24207,15370,0
24208,9828,1
24209,50875,0
24210,225195,2
24211,78800,0
24212,108688,0
24213,18121,0
24214,192429,0
24215,78489,0
24216,215323,1
24217,333670,0
24218,11382,0
24219,250365,0
24220,66579,0
24221,392583,1
24222,53844,0
24223,49981,0
24224,194229,0
24225,93378,1
24226,38145,2
24227,74301,1
24228,79394,2
24229,122828,2
24230,32079,0
24231,127740,1
24232,461719,2
24233,205263,0
24234,321621,0
24235,233648,0
24236,299599,0
24237,81658,0
24238,194342,1
24239,59773,0
24240,322851,1
24241,40125,0
24242,80795,2
24243,269511,1
24244,38415,0
24245,261067,0
24246,2441,0
24247,468349,0
24248,445382,0
24249,482412,0
24250,58487,2
24251,3689,0
24252,435046,0
24253,60884,1
24254,28620,0
24255,289026,0
24256,336302,1
24257,83973,0
24258,181531,0
24259,130461,2
24260,48768,0
24261,61269,0
24262,258090,0
24263,38219,1
24264,202575,1
24265,411254,0
24266,205696,1
24267,220418,0
24268,336446,2
24269,183805,2
24270,314495,0
24271,100436,0
24272,88233,0
24273,78666,0
24274,123104,0
24275,242338,0
24276,66006,0
24277,179768,2
24278,46292,2
24279,100898,2
24280,397655,0
24281,185131,2
24282,246561,2
24283,74874,0
24284,15135,2
24285,219320,2
24286,105422,1
24287,286635,0
24288,174106,2
24289,267390,0
24290,78606,1
24291,250471,0
24292,139668,2
24293,50052,0
24294,12875,2
24295,7929,0
24296,328207,0
24297,49481,0
24298,319529,1
24299,386983,0
24300,66617,0
24301,263715,0
24302,101585,0
24303,135636,0
24304,164296,0
24305,75496,2
24306,187358,0
24307,34205,1
24308,118360,0
24309,53758,1
24310,200525,0
24311,220289,0
24312,369606,0
24313,282006,1
24314,207249,0
24315,268796,0
24316,61712,0
24317,161131,1
24318,381225,0
24319,184499,0
24320,89707,0
24321,400240,1
24322,24391,2
24323,447653,0
24324,203253,0
24325,40343,1
24326,64122,0
24327,202887,0
24328,316996,0
24329,145662,0
24330,89066,1
24331,33649,0
24332,297969,1
24333,22033,0
24334,496186,0
24335,202785,2
24336,130425,0
24337,110561,2
24338,83705,0
24339,161269,0
24340,266584,1
24341,9071,0
24342,532442,2
24343,194767,2
24344,169291,1
24345,101400,1
24346,167342,2
24347,250731,0
24348,131941,0
24349,33950,1
24350,410405,1
24351,172066,0
24352,94217,0
24353,221235,0
24354,60771,2
24355,31632,2
24356,471847,0
24357,262464,0
24358,392362,0
24359,90135,0
24360,374027,1
24361,161845,0
24362,5274,0
24363,198431,0
24364,114140,0
24365,16438,0
24366,535282,0
24367,46332,2
24368,223382,0
24369,189837,0
24370,209500,2
24371,52621,0
24372,529697,0
24373,212681,1
24374,93426,1
24375,21413,1
24376,27626,0
24377,261133,2
24378,60744,0
24379,379967,2
24380,100745,2
24381,176983,0
24382,254599,0
24383,41609,0
24384,252650,0
24385,38267,1
24386,53961,2
24387,344206,0
24388,43061,0
24389,329767,2
24390,406388,0
24391,80465,2
24392,226990,2
24393,235147,0
24394,273211,0
24395,30710,0
24396,121789,0
24397,115738,0
24398,74933,0
24399,262724,2
24400,122569,0
24401,501743,0
24402,139186,1
24403,49600,1
24404,324946,0
24405,12247,0
24406,218198,0
24407,47550,0
24408,66614,0
24409,88845,0
24410,147201,1
24411,111409,2
24412,23724,0
24413,12460,0
24414,65381,0
24415,122090,2
24416,139017,0
24417,34414,0
24418,57370,0
24419,59050,0
24420,130754,2
24421,146843,1
24422,13519,2
24423,469615,0
24424,10661,0
24425,473045,0
24426,480641,0
24427,204504,2
24428,351669,2
24429,71974,2
24430,114434,0
24431,429714,1
24432,448992,0
24433,233179,2
24434,427715,1
24435,270882,0
24436,74627,0
24437,47843,0
24438,330250,0
24439,11237,1
24440,135524,2
24441,67269,0
24442,62707,2
24443,282,1
24444,40684,2
24445,19410,0
24446,221118,0
24447,482314,2
24448,322715,0
24449,70781,2
24450,236817,0
24451,199953,0
24452,25833,0
24453,298765,1
24454,125066,2
24455,139960,2
24456,142237,1
24457,226212,2
24458,46046,1
24459,213145,0
24460,17535,1
24461,395050,0
24462,85269,1
24463,218399,0
24464,382730,0
24465,15029,2
24466,475167,2
24467,360297,2
24468,138109,1
24469,412341,2
24470,39595,0
24471,50312,2
24472,66695,1
24473,45552,0
24474,40110,0
24475,28338,1
24476,87282,0
24477,91716,0
24478,36314,0
24479,321314,2
24480,31287,1
24481,400651,2
24482,112600,2
24483,73213,1
24484,282714,2
24485,11569,0
24486,87188,2
24487,98366,0
24488,220962,2
24489,59475,0
24490,17794,1
24491,40981,0
24492,487608,2
24493,234516,0
24494,281960,2
24495,55951,1
24496,88546,1
24497,124968,0
24498,70961,1
24499,73011,0
24500,251415,0
24501,95950,2
24502,10511,0
24503,344429,0
24504,440833,0
24505,343016,0
24506,44014,2
24507,491120,0
24508,167400,2
24509,349101,0
24510,328458,1
24511,263167,0
24512,296021,2
24513,118995,1
24514,74529,2
24515,181121,1
24516,240892,0
24517,505875,1
24518,71538,2
24519,52494,0
24520,412297,2
24521,373471,2
24522,40306,0
24523,306825,2
24524,279937,0
24525,221248,0
24526,180435,0
24527,395556,0
24528,25441,0
24529,190266,2
24530,232569,0
24531,116600,0
24532,343907,0
24533,298252,0
24534,79216,0
24535,140886,0
24536,369119,0
24537,3566,0
24538,66861,1
24539,176183,0
24540,41219,2
24541,308562,2
24542,193020,0
24543,25757,0
24544,317826,2
24545,196115,2
24546,304719,2
24547,189291,0
24548,419253,0
24549,462460,2
24550,63154,0
24551,311772,0
24552,22175,0
24553,109163,0
24554,306966,0
24555,455574,2
24556,43461,0
24557,385204,2
24558,291084,0
24559,290034,1
24560,177980,0
24561,216786,0
24562,5277,0
24563,28025,2
24564,61981,0
24565,39902,0
24566,141490,0
24567,36084,0
24568,186455,0
24569,493125,1
24570,21637,1
24571,19717,0
24572,77201,0
24573,359435,2
24574,330372,0
24575,443205,0
24576,370282,1
24577,51261,0
24578,219831,0
24579,102221,0
24580,295264,0
24581,127634,0
24582,320933,0
24583,64052,0
24584,363332,2
24585,149284,0
24586,281240,2
24587,464235,0
24588,261476,0
24589,187684,0
24590,400926,0
24591,385595,0
24592,39292,2
24593,284323,0
24594,55516,0
24595,177601,0
24596,316045,0
24597,64919,2
24598,34453,0
24599,380180,1
24600,356986,1
24601,18540,1
24602,354499,0
24603,430383,2
24604,84221,2
24605,13612,1
24606,377704,0
24607,14602,1
24608,29324,0
24609,134842,0
24610,475517,0
24611,291845,2
24612,104561,2
24613,432944,0
24614,3683,0
24615,138426,0
24616,345606,0
24617,235187,0
24618,91090,0
24619,1481,2
24620,18833,2
24621,228995,0
24622,14839,0
24623,123119,0
24624,266,2
24625,285469,2
24626,91697,0
24627,137189,0
24628,348723,0
24629,114426,0
24630,128439,0
24631,200884,0
24632,427928,2
24633,13058,1
24634,257741,2
24635,184633,2
24636,13842,0
24637,470872,0
24638,287126,0
24639,26255,0
24640,72237,2
24641,459462,0
24642,10727,0
24643,316180,1
24644,172589,2
24645,274764,0
24646,57250,1
24647,43058,0
24648,21296,2
24649,93011,0
24650,171918,1
24651,197274,0
24652,26469,0
24653,31971,0
24654,229953,0
24655,506787,1
24656,240520,2
24657,31896,0
24658,357712,0
24659,387813,0
24660,73380,2
24661,72731,2
24662,311600,0
24663,21328,0
24664,38854,1
24665,1522,0
24666,185155,1
24667,160226,0
24668,226501,0
24669,165527,1
24670,279357,0
24671,355816,0
24672,2572,1
24673,314612,1
24674,312428,0
24675,87720,0
24676,209317,0
24677,393934,0
24678,106966,0
24679,32102,0
24680,46837,2
24681,48671,0
24682,80306,0
24683,292631,0
24684,49673,2
24685,168666,0
24686,427616,0
24687,102394,0
24688,35864,0
24689,207825,0
24690,185373,0
24691,34173,1
24692,313598,2
24693,30074,0
24694,149574,0
24695,64488,0
24696,410111,0
24697,385,0
24698,174072,0
24699,63944,1
24700,217400,0
24701,333539,0
24702,240223,2
24703,457633,0
24704,47884,0
24705,461568,0
24706,150786,0
24707,375804,0
24708,245013,0
24709,494797,0
24710,64430,2
24711,201272,0
24712,318373,0
24713,31062,0
24714,356320,1
24715,22613,0
24716,360918,0
24717,86007,2
24718,69140,2
24719,21863,1
24720,283542,0
24721,218766,1
24722,143128,1
24723,234351,0
24724,70032,2
24725,27944,0
24726,167273,0
24727,261814,0
24728,30917,0
24729,174605,1
24730,145112,2
24731,288990,0
24732,373510,1
24733,202981,0
24734,194193,0
24735,105538,1
24736,223151,2
24737,281808,0
24738,56977,2
24739,34053,0
24740,100000,2
24741,180760,0
24742,143896,0
24743,459235,0
24744,404288,0
24745,18173,1
24746,49871,0
24747,254086,0
24748,99151,0
24749,249094,1
